"","schlcode","enrollment","classize","avgmath","avgverb","disadv"
"111",11183,79,39,64.0599975585938,78.25,1
"112",11183,79,40,68.2099990844727,76.370002746582,1
"113",11184,81,41,74.7099990844727,78.8899993896484,5
"114",11184,81,40,77.8899993896484,82.8899993896484,5
"115",11187,115,37,67.8300018310547,74.8899993896484,4
"116",11187,115,39,73.6900024414062,79.1999969482422,4
"117",11187,115,40,84.0800018310547,81.2699966430664,4
"118",11188,60,25,47.3300018310547,70.6699981689453,12
"119",11188,60,30,39.4165534973145,56.6524124145508,12
"120",11189,32,32,81.2200012207031,77.0999984741211,11
"121",11190,81,27,63.1500015258789,69.9599990844727,5
"122",11190,81,27,67.879997253418,77.129997253418,5
"123",11190,81,27,72.7859268188477,72.1968002319336,5
"124",11196,28,28,73.2200012207031,81.2600021362305,0
"125",11201,99,35,67.379997253418,78.2399978637695,3
"126",11201,99,30,72.2900009155273,80.9599990844727,3
"127",11201,99,34,70.9700012207031,77.7200012207031,3
"128",11203,23,23,66.7600021362305,82.2399978637695,0
"129",11205,20,20,70,78,3
"130",11207,75,25,61.6100006103516,64.4800033569336,10
"131",11207,75,27,66.9599990844727,68.1900024414062,10
"132",11207,75,23,70.0800018310547,75.0400009155273,10
"133",11209,33,33,59.4099998474121,76.1600036621094,0
"134",11212,32,32,78.0299987792969,82.5899963378906,2
"135",11213,101,36,75.1399993896484,76.8300018310547,7
"136",11213,101,32,69.4199981689453,75.2900009155273,7
"137",11213,101,33,70.9981842041016,81.8221206665039,7
"138",11217,102,31,55.0900001525879,67.5599975585938,5
"139",11217,102,35,65.370002746582,71.1699981689453,5
"140",11217,102,36,64.3099975585938,70.6699981689453,5
"141",11218,107,32,73.9300003051758,77.5299987792969,6
"142",11218,107,31,67.7699966430664,66.5699996948242,6
"143",11218,107,32,65.53125,71.9000015258789,6
"144",11219,22,22,80.25,79,3
"145",11220,138,36,65.25,75.8099975585938,4
"146",11220,138,34,75.870002746582,79.2300033569336,4
"147",11220,138,34,72.6800003051758,84.5699996948242,4
"148",11220,138,34,79.9100036621094,83.0599975585938,4
"149",11221,94,38,71.370002746582,79.6600036621094,11
"150",11222,75,26,67.7099990844727,79.4199981689453,3
"151",11222,75,25,67.4800033569336,75.8300018310547,3
"152",11222,75,24,65.5699996948242,70.2300033569336,3
"153",11225,70,25,74.2699966430664,77.2300033569336,2
"154",11227,114,33,66.7099990844727,81.3899993896484,0
"155",11227,114,34,68.8199996948242,78.3899993896484,0
"156",11227,114,35,65.5408554077148,77.4582824707031,0
"157",11228,39,39,68.0299987792969,73.1100006103516,19
"158",11233,53,28,64.0800018310547,76.4000015258789,11
"159",11233,53,25,60.9000015258789,73.0999984741211,11
"160",11234,214,34,65.5400009155273,74.1100006103516,10
"161",11234,214,34,72.7900009155273,75,10
"162",11234,214,34,65.4700012207031,78.0599975585938,10
"163",11234,214,34,73.0299987792969,76.9000015258789,10
"164",11235,39,40,63.1300010681152,79.3899993896484,8
"165",11238,32,32,68.0899963378906,75.6999969482422,1
"166",11239,71,36,61.6300010681152,72.6100006103516,3
"167",11239,71,35,68.7099990844727,79.6500015258789,3
"168",11247,64,29,55.9599990844727,63.0699996948242,5
"169",11247,64,35,57,68.5400009155273,5
"170",11248,154,38,72.4599990844727,70.9499969482422,5
"171",11248,154,39,68.6699981689453,74.7600021362305,5
"172",11248,154,38,60.2299995422363,71.1399993896484,5
"173",11248,154,39,66.2591171264648,79.4361801147461,5
"174",11249,20,20,67.3300018310547,82.7200012207031,15
"175",11250,125,38,68,75.2900009155273,8
"176",11250,125,36,67.879997253418,73.6699981689453,8
"177",11250,125,36,65.7600021362305,72.379997253418,8
"178",11251,10,10,75.2200012207031,84.4400024414062,8
"179",11256,30,30,71.8899993896484,77.5599975585938,3
"180",11257,21,21,62.2400016784668,67.4800033569336,5
"181",11258,59,23,71.8499984741211,77.8000030517578,3
"182",11258,59,25,72.1500015258789,72.1999969482422,3
"183",11259,58,19,67.3300018310547,78.0400009155273,0
"184",11259,58,21,61.7900009155273,82.5400009155273,0
"185",11281,29,29,76.4599990844727,85.379997253418,3
"186",11295,22,15,56.4099998474121,72.2099990844727,5
"187",11307,30,30,75.2699966430664,74.5899963378906,5
"188",11317,28,28,66.3099975585938,73.879997253418,0
"189",21005,22,22,69.3899993896484,81,0
"190",21006,63,31,65,81.7200012207031,2
"191",21006,63,32,62.1699981689453,78.9199981689453,2
"192",21010,18,18,62.5,71.2900009155273,43
"193",21012,33,33,67,84,1
"194",21013,24,24,87.1999969482422,88.1999969482422,0
"195",21021,21,21,66.379997253418,76.25,0
"196",21026,95,26,74.4199981689453,75.120002746582,27
"197",21026,95,25,69.5400009155273,71.8300018310547,27
"198",21026,95,26,57.2599983215332,68.5899963378906,27
"199",21026,95,9,66.5,74.6699981689453,27
"200",21028,42,27,62.4099998474121,65.5999984741211,40
"201",21029,42,22,60.8699989318848,65.9100036621094,44
"202",21029,42,20,59.310001373291,71,44
"203",21030,42,33,57.689998626709,64.7200012207031,65
"204",21031,52,26,63.8499984741211,73.8399963378906,36
"205",21031,52,26,72.1500015258789,76.1153869628906,36
"206",21032,51,24,55.7299995422363,70,13
"207",21032,51,27,59.3499984741211,68.25,13
"208",21041,23,23,69,85,3
"209",21042,37,26,51.0999984741211,78.379997253418,0
"210",21043,45,23,61.9099998474121,77.8600006103516,1
"211",21043,45,22,58.5699996948242,82.3600006103516,1
"212",21048,81,27,72,70.1800003051758,13
"213",21048,81,26,62.2000007629395,71.0400009155273,13
"214",21048,81,28,69.6399993896484,75.9199981689453,13
"215",21050,54,26,67.5599975585938,77.4300003051758,3
"216",21050,54,28,72.0400009155273,85.3600006103516,3
"217",21052,24,24,65.7699966430664,84.2300033569336,0
"218",21057,51,25,71.9499969482422,88.870002746582,2
"219",21057,51,26,66.4039993286133,83.3595962524414,2
"220",21064,52,25,56.5,70,1
"221",21064,52,27,54.7400016784668,69.0800018310547,1
"222",21065,14,14,71,86,0
"223",21067,45,21,64.25,62.4300003051758,38
"224",21067,45,24,58.7299995422363,61.8300018310547,38
"225",21068,59,30,56.7000007629395,72.8300018310547,33
"226",21068,59,29,64.4103469848633,69.5486221313477,33
"227",21069,114,34,58.689998626709,67.3099975585938,16
"228",21069,114,36,69.129997253418,71.8399963378906,16
"229",21069,114,33,68.1977386474609,68.1225814819336,16
"230",21070,120,36,55,57.9099998474121,14
"231",21070,120,35,69.5999984741211,72.1999969482422,14
"232",21070,120,35,57.96875,64.1626663208008,14
"233",21073,95,31,76.4199981689453,76.7099990844727,16
"234",21073,95,30,63.5499992370605,66.0699996948242,16
"235",21073,95,34,67.1493911743164,73.0630035400391,16
"236",21074,42,21,37.7999992370605,44.4500007629395,52
"237",21074,42,21,41.7200012207031,46.2400016784668,52
"238",21077,25,25,46.2700004577637,57.5900001525879,48
"239",21078,85,29,57.5800018310547,62.3300018310547,36
"240",21078,85,29,55.3600006103516,70.75,36
"241",21078,85,27,59.8300018310547,72.1900024414062,36
"242",21079,31,31,48,57,60
"243",21080,24,24,59.4599990844727,69.4599990844727,14
"244",21081,24,24,51.3300018310547,65,49
"245",21088,35,35,70.9700012207031,78.0699996948242,7
"246",21089,65,33,68.9400024414062,70.8300018310547,14
"247",21089,65,32,80.4700012207031,75.5299987792969,14
"248",21090,29,21,69,78,42
"249",21091,22,22,60.6100006103516,79.6699981689453,0
"250",21093,41,20,71.5599975585938,80.5299987792969,0
"251",21093,41,21,67.5999984741211,84.5699996948242,0
"252",21094,80,41,58.3800010681152,75.0500030517578,3
"253",21094,80,39,61.6599998474121,76.4199981689453,3
"254",21095,22,22,69.1800003051758,77.9499969482422,2
"255",21096,60,23,68.9100036621094,82.6100006103516,3
"256",21096,60,24,76.129997253418,83.0400009155273,3
"257",21097,53,27,62.2900009155273,80.1399993896484,0
"258",21097,53,26,59.4519996643066,79.8460006713867,0
"259",21102,65,33,72.9700012207031,84.9100036621094,8
"260",21102,65,32,77.1999969482422,85.5299987792969,8
"261",21105,18,18,69.2900009155273,81.5899963378906,0
"262",21111,33,22,65.9000015258789,65.75,49
"263",21112,94,30,54.4599990844727,73.0800018310547,7
"264",21112,94,31,55.6100006103516,68.9599990844727,7
"265",21112,94,33,48.8874092102051,74.1125946044922,7
"266",21114,20,20,70.120002746582,78.5899963378906,1
"267",21116,15,15,69.870002746582,84.5299987792969,25
"268",21117,72,29,74.8300018310547,68.5400009155273,21
"269",21117,72,30,81.1699981689453,71.5140762329102,21
"270",21118,88,37,70.7900009155273,78.3899993896484,24
"271",21118,88,37,65.8600006103516,76.1999969482422,24
"272",21119,30,20,47,72,63
"273",21123,17,17,77.7099990844727,77.8099975585938,0
"274",21126,20,20,76.2099990844727,79.7399978637695,3
"275",21127,46,21,52.2900009155273,59.8800010681152,43
"276",21127,46,25,68.4035034179688,74.9020004272461,43
"277",21130,23,23,53.9199981689453,65.8300018310547,22
"278",21132,66,28,75.0400009155273,85.4000015258789,0
"279",21132,66,28,72.8695678710938,80.3913040161133,0
"280",21134,23,23,73.370002746582,80.629997253418,10
"281",21137,87,29,60.6199989318848,74.4499969482422,18
"282",21137,87,30,60.7099990844727,71.2900009155273,18
"283",21137,87,28,61.8300018310547,77.1133346557617,18
"284",21138,25,25,58.1800003051758,75.7300033569336,48
"285",21141,16,16,73.8099975585938,80.879997253418,0
"286",21144,51,25,82.3000030517578,83.5699996948242,1
"287",21144,51,26,77.629997253418,83.879997253418,1
"288",21145,82,27,85.2699966430664,86.4199981689453,3
"289",21145,82,29,78.8600006103516,85,3
"290",21145,82,26,76.0015411376953,83.5800018310547,3
"291",21146,48,24,68,66.8499984741211,17
"292",21146,48,24,63.7000007629395,75,17
"293",21147,124,39,71.4100036621094,77.1600036621094,3
"294",21147,124,38,68.5599975585938,78.3300018310547,3
"295",21147,124,37,73.4199981689453,72.4700012207031,3
"296",21148,42,22,48.7000007629395,64.1500015258789,38
"297",21148,42,20,47.2631568908691,63.8421058654785,38
"298",21149,92,31,54.3499984741211,66.8300018310547,20
"299",21149,92,30,55.6599998474121,62.5400009155273,20
"300",21149,92,31,62.6399993896484,74.5199966430664,20
"301",21151,120,40,70.4400024414062,79.5299987792969,4
"302",21151,120,40,68.9199981689453,76.7699966430664,4
"303",21151,120,40,72.75,81.6100006103516,4
"304",21153,24,24,62,74,30
"305",21160,41,27,62.1699981689453,73.1100006103516,24
"306",21160,41,27,43.2599983215332,60.6699981689453,24
"307",21162,52,40,60.1300010681152,64,22
"308",21163,26,26,53.7900009155273,69.0400009155273,20
"309",21166,23,24,67.6100006103516,85.6500015258789,2
"310",21168,43,21,73.3300018310547,84.5599975585938,0
"311",21168,43,22,72.7171401977539,81.4400024414062,0
"312",21171,23,23,78.5299987792969,88.2099990844727,0
"313",21173,34,34,63.9700012207031,79.7900009155273,4
"314",21175,42,22,64.5,76.7799987792969,0
"315",21175,42,20,59.8571434020996,79.0979995727539,0
"316",21176,12,12,63.9099998474121,68.8000030517578,3
"317",21178,48,27,57.7099990844727,73.1699981689453,21
"318",21178,48,21,64.1584014892578,57.1704177856445,21
"319",21179,113,34,65.870002746582,72.0299987792969,23
"320",21179,113,32,58.75,58.1100006103516,23
"321",21179,113,32,64.4300003051758,71.6900024414062,23
"322",21181,83,37,69.3099975585938,84.3199996948242,15
"323",21181,83,34,64.6100006103516,76.5400009155273,15
"324",21182,54,25,55.6199989318848,61.6300010681152,5
"325",21182,54,29,52.7611770629883,66.1066665649414,5
"326",21184,46,23,71.6800003051758,75.8600006103516,33
"327",21184,46,23,77.2099990844727,76.8899993896484,33
"328",21185,38,19,57.1100006103516,73.8899993896484,35
"329",21185,38,19,60.8899993896484,70.1100006103516,35
"330",21190,72,32,56.5800018310547,57.4099998474121,30
"331",21190,72,32,65.6600036621094,67.6500015258789,30
"332",21191,128,40,71.8600006103516,75.2399978637695,11
"333",21191,128,40,72.0299987792969,75.1399993896484,11
"334",21191,128,39,69.4499969482422,72.8000030517578,11
"335",21192,81,36,58,64.4700012207031,20
"336",21192,81,36,51.1100006103516,55.9199981689453,20
"337",21194,86,29,57.3300018310547,58.7000007629395,28
"338",21194,86,29,61.060001373291,66.9700012207031,28
"339",21194,86,28,81.2460021972656,87.6060028076172,28
"340",21195,48,21,55.0400009155273,64.8300018310547,71
"341",21195,48,27,41.9599990844727,58.7099990844727,71
"342",21196,41,20,44.7999992370605,62.6800003051758,76
"343",21196,41,21,39.0526313781738,55.3199996948242,76
"344",21200,24,24,81.5,82.6699981689453,5
"345",21201,27,14,60.0800018310547,62.5400009155273,49
"346",21201,27,13,47.5,54.6699981689453,49
"347",21203,56,27,69.4700012207031,77.8899993896484,8
"348",21203,56,29,65.8499984741211,74.7399978637695,8
"349",21204,27,27,65.1100006103516,74.8899993896484,41
"350",21205,75,36,68.6699981689453,72.129997253418,21
"351",21205,75,39,63.9199981689453,74.9700012207031,21
"352",21206,35,35,62.7900009155273,72.2099990844727,32
"353",21208,60,27,60.2999992370605,64.6699981689453,40
"354",21208,60,33,64.5899963378906,72.25,40
"355",21209,75,38,62.3800010681152,67.7399978637695,41
"356",21209,75,37,74.8300018310547,76.75,41
"357",21210,66,33,69.379997253418,71.620002746582,46
"358",21210,66,33,67.870002746582,65.8300018310547,46
"359",21211,22,22,66.4300003051758,58.2000007629395,56
"360",21212,56,28,66.4000015258789,74.5999984741211,44
"361",21212,56,28,67.9300003051758,65.3600006103516,44
"362",21213,22,22,72.3300018310547,80.9000015258789,0
"363",21214,34,34,71,80,4
"364",21215,41,21,70.6699981689453,82.0500030517578,3
"365",21215,41,20,72,85,3
"366",21221,52,25,67.3300018310547,73.4700012207031,6
"367",21221,52,27,75.1699981689453,78.5800018310547,6
"368",21227,109,32,60.5200004577637,81.2900009155273,4
"369",21227,109,31,49.5800018310547,71.6500015258789,4
"370",21227,109,31,59.9928588867188,80.3374099731445,4
"371",21229,12,12,50.1699981689453,77.2699966430664,5
"372",21235,25,25,44,63,35
"373",21236,44,24,63,75.7600021362305,35
"374",21236,44,20,62.939998626709,64.2900009155273,35
"375",21241,43,22,65.9000015258789,76.6500015258789,2
"376",21241,43,21,72.0999984741211,79.3499984741211,2
"377",21258,20,20,51.0999984741211,69.75,63
"378",21265,58,32,64.3499984741211,71.9000015258789,34
"379",21265,58,26,68.9199981689453,76.879997253418,34
"380",21268,99,28,63.8199996948242,64.9499969482422,38
"381",21268,99,28,50.5900001525879,60.4099998474121,38
"382",21273,34,23,56,65,33
"383",21275,21,21,59.9000015258789,75.379997253418,11
"384",21276,23,23,58.4300003051758,72.5699996948242,59
"385",21277,59,29,53.5699996948242,67.5800018310547,11
"386",21277,59,30,46.1749992370605,58.2368011474609,11
"387",21279,50,26,69.4199981689453,72.620002746582,34
"388",21279,50,24,64.1600036621094,67.6399993896484,34
"389",21280,17,17,69,77,7
"390",21281,48,27,71.0599975585938,76.5,43
"391",21281,48,21,74.9199981689453,76.7699966430664,43
"392",21282,65,27,67.629997253418,72.0800018310547,31
"393",21282,65,27,58.5353584289551,71.9230804443359,31
"394",21285,24,24,56.189998626709,63.0999984741211,45
"395",21293,50,25,68.5999984741211,74.5599975585938,27
"396",21293,50,25,67.4444427490234,75.4074096679688,27
"397",21307,86,40,67.629997253418,69.629997253418,10
"398",21307,86,40,68.4700012207031,75.4300003051758,10
"399",21310,64,26,72.7300033569336,79.1999969482422,44
"400",21310,64,26,53.8915786743164,68.5263137817383,44
"401",21312,70,36,64,76.2399978637695,10
"402",21312,70,34,53.7700004577637,76.6100006103516,10
"403",21313,45,23,61.7200012207031,85.5,3
"404",21313,45,22,67.1699981689453,83.6699981689453,3
"405",21315,74,27,65.4954147338867,84.1713027954102,8
"406",21316,33,11,58,64.4400024414062,24
"407",21316,33,22,49.9000015258789,64,24
"408",21322,100,33,67.2399978637695,68.75,24
"409",21322,100,33,71.3099975585938,69.0899963378906,24
"410",21322,100,34,73.7900009155273,73.2900009155273,24
"411",21323,48,25,74.0800018310547,84.7099990844727,4
"412",21323,48,23,65.1039962768555,85.3663177490234,4
"413",21327,45,23,75.9000015258789,78.25,1
"414",21327,45,22,70.4499969482422,81.5500030517578,1
"415",21328,80,40,59.9199981689453,65.4599990844727,12
"416",21328,80,40,64.1347351074219,68.5852966308594,12
"417",21330,74,37,49.3699989318848,73.7300033569336,6
"418",21330,74,37,50.9199981689453,74.620002746582,6
"419",21331,57,31,65.0299987792969,75.3000030517578,19
"420",21331,57,26,58.3800010681152,64.6999969482422,19
"421",21338,89,38,64.8499984741211,76.5500030517578,5
"422",21338,89,40,57.0486831665039,73.4499969482422,5
"423",21340,60,30,64.8600006103516,75.4599990844727,30
"424",21340,60,30,50.5400009155273,64.1800003051758,30
"425",21341,120,40,67.370002746582,75.9100036621094,0
"426",21341,120,40,64.0899963378906,72.9000015258789,0
"427",21341,120,40,67.4100036621094,80.3300018310547,0
"428",21350,74,30,68.8300018310547,67.9100036621094,32
"429",21350,74,28,60.7280769348145,63.6878929138184,32
"430",21351,43,21,71.6699981689453,86.2900009155273,0
"431",21351,43,22,77.2200012207031,89.6100006103516,0
"432",21356,58,29,69.25,70.8499984741211,28
"433",21356,58,29,60.4599990844727,67.9499969482422,28
"434",21357,19,19,69.0500030517578,77.4199981689453,0
"435",21359,43,21,54.0499992370605,70.7399978637695,10
"436",21359,43,22,59.5477256774902,71.2470016479492,10
"437",21361,105,39,53.6199989318848,72.5,2
"438",21361,105,33,58.0999984741211,64.6600036621094,2
"439",21361,105,33,53.5179328918457,75.5813827514648,2
"440",21362,62,31,61.8899993896484,70.4400024414062,13
"441",21362,62,31,72.4199981689453,74.1600036621094,13
"442",21363,149,38,71.4499969482422,75.3199996948242,9
"443",21363,149,28,55.7900009155273,71.4300003051758,9
"444",21363,149,35,59.5999984741211,71.7099990844727,9
"445",21363,149,38,68.2399978637695,72.9499969482422,9
"446",21366,133,32,74.4499969482422,86.6600036621094,1
"447",21366,133,34,74.7099990844727,81.0299987792969,1
"448",21366,133,33,72.0899963378906,76,1
"449",21366,133,34,74.120002746582,82.2099990844727,1
"450",21367,131,32,62.189998626709,75.9599990844727,3
"451",21367,131,34,67.8199996948242,76.7699966430664,3
"452",21367,131,33,59.5900001525879,78.7699966430664,3
"453",21367,131,32,67.0943450927734,81.3019027709961,3
"454",21370,68,34,66.9400024414062,73.2200012207031,9
"455",21370,68,34,74.5599975585938,72.8399963378906,9
"456",21371,79,39,66.0599975585938,77.0899963378906,3
"457",21371,79,40,79.3000030517578,86.1800003051758,3
"458",21373,50,25,81.5999984741211,84.1999969482422,1
"459",21373,50,25,78.8199996948242,85.1800003051758,1
"460",21374,47,24,83.2900009155273,84.4300003051758,0
"461",21374,47,23,84.6800003051758,83.9100036621094,0
"462",21375,78,39,54.5099983215332,63.2099990844727,11
"463",21375,78,39,54.0800018310547,62.939998626709,11
"464",21379,70,35,68.8300018310547,77.7399978637695,12
"465",21379,70,35,69.7600021362305,69.7900009155273,12
"466",31001,72,30,63.0400009155273,60.3899993896484,31
"467",31001,72,28,63.0699996948242,62.2400016784668,31
"468",31002,60,23,73.2600021362305,79.6500015258789,41
"469",31002,60,29,67.3300018310547,64.9499969482422,41
"470",31007,62,22,79.9499969482422,83.1500015258789,7
"471",31007,62,22,69.9100036621094,78.8600006103516,7
"472",31008,18,18,61.8499984741211,62.689998626709,42
"473",31012,19,19,55,74,4
"474",31017,95,33,65.9700012207031,71,12
"475",31017,95,30,65.6900024414062,76.9599990844727,12
"476",31017,95,32,65.629997253418,73.5299987792969,12
"477",31019,20,20,69.1999969482422,70.4499969482422,32
"478",31021,74,31,45.2000007629395,63.1199989318848,32
"479",31021,74,31,54.1300010681152,69.4199981689453,32
"480",31022,134,40,60.9700012207031,73.5800018310547,7
"481",31022,134,41,65.0500030517578,79.4400024414062,7
"482",31022,134,40,60.5299987792969,78.1500015258789,7
"483",31023,145,36,69.5999984741211,78.2600021362305,5
"484",31023,145,37,83.3000030517578,79.6399993896484,5
"485",31023,145,36,53.6699981689453,67.4700012207031,5
"486",31023,145,36,66.2900009155273,71.6900024414062,5
"487",31025,71,27,68.2099990844727,73.5,17
"488",31025,71,32,63.439998626709,71.3300018310547,17
"489",31026,48,35,57.4700012207031,66.6999969482422,30
"490",31027,87,35,77.7099990844727,80.379997253418,10
"491",31027,87,37,72.9300003051758,80.7699966430664,10
"492",31028,61,23,55.4300003051758,69.5599975585938,13
"493",31028,61,25,52.3800010681152,69.5500030517578,13
"494",31029,17,17,63.7599983215332,63.2400016784668,58
"495",31030,45,23,63.2900009155273,67.7699966430664,31
"496",31030,45,22,58.1500015258789,71,31
"497",31031,44,20,68.120002746582,72.2399978637695,41
"498",31031,44,24,74.2639999389648,71.6861572265625,41
"499",31033,26,26,46.7000007629395,60,41
"500",31034,14,14,78.379997253418,74.6900024414062,36
"501",31035,59,35,68.4300003051758,78.3600006103516,26
"502",31035,59,34,63.2999992370605,70.8899993896484,26
"503",31037,158,40,79.6900024414062,82.9199981689453,1
"504",31037,158,40,79.5500030517578,86.3399963378906,1
"505",31037,158,40,79.5100021362305,82.2799987792969,1
"506",31037,158,38,85.5638885498047,84.5481109619141,1
"507",31038,112,33,69.9100036621094,79.3899993896484,1
"508",31038,112,32,81.0599975585938,82.6800003051758,1
"509",31038,112,30,70.4793090820312,81.1304550170898,1
"510",31039,153,39,77.0500030517578,81.1699981689453,3
"511",31039,153,38,80.7399978637695,84.2200012207031,3
"512",31039,153,38,74.1800003051758,79.5500030517578,3
"513",31039,153,38,80.3052749633789,83.3456268310547,3
"514",31040,44,40,80.3600006103516,83.6100006103516,4
"515",31045,84,35,72.4899978637695,84.0599975585938,8
"516",31045,84,37,67.1800003051758,73.4100036621094,8
"517",31046,42,32,61.0999984741211,71.5299987792969,10
"518",31047,171,35,74.9400024414062,68.0599975585938,3
